months_driven,total_kms_driven,make,vehicle_model,year,fuel_type,last_service_type,days_until_service,kms_until_service,driver_profile,trigger,elapsed_fraction
0.83,621.4,Hyundai,Creta,2021,diesel,full_service,156,3487.7,light,time,0.1402
6.03,10664.1,Ford,Escape,2018,electric,oil_change,177,10219.5,average,time,0.5091
0.43,751.4,Ford,Escape,2011,diesel,oil_change,138,7705.0,average,time,0.0861
2.24,3319.8,Ford,Fiesta,2015,petrol,oil_change,90,4318.1,average,time,0.4299
4.46,3135.2,Hyundai,Tucson,2014,petrol,oil_change,41,952.9,light,time,0.7669
2.26,2816.4,Maruti,Vitara,2019,petrol,full_service,107,4147.4,light,time,0.3921
1.93,3262.5,BMW,3 Series,2012,petrol,full_service,82,4737.5,average,km,0.4167
2.82,4107.9,Maruti,Swift,2020,diesel,oil_change,103,4899.2,average,time,0.4546
2.1,2327.2,Maruti,Baleno,2024,petrol,oil_change,122,4489.3,average,time,0.3428
3.59,7247.1,Ford,Escape,2024,petrol,brake_service,55,3752.9,average,km,0.6639
2.83,7205.1,Toyota,Corolla,2017,diesel,inspection,93,7794.9,heavy,km,0.4803
1.73,3770.8,Ford,Fiesta,2015,hybrid,full_service,83,5829.2,heavy,km,0.3881
3.29,5041.9,Maruti,Swift,2013,hybrid,oil_change,91,4497.8,average,time,0.5244
3.65,2131.8,Hyundai,i20,2020,hybrid,oil_change,66,1265.9,light,time,0.6285
2.49,4254.1,Hyundai,i20,2011,petrol,brake_service,70,3745.9,average,km,0.5186
1.94,2617.8,Hyundai,i20,2024,diesel,oil_change,119,5248.3,average,time,0.3325
0.98,1652.9,BMW,X3,2010,hybrid,full_service,142,7947.1,average,km,0.1739
0.69,560.0,BMW,3 Series,2012,diesel,oil_change,124,3207.8,light,time,0.1459
2.84,4602.8,BMW,X3,2018,diesel,inspection,80,4241.2,average,time,0.5197
3.56,5431.8,Volkswagen,Golf,2014,petrol,oil_change,52,2568.2,average,km,0.6747
3.37,4995.1,Volkswagen,Golf,2017,petrol,brake_service,96,4615.3,average,time,0.5158
3.01,4876.6,Ford,Fiesta,2013,petrol,oil_change,59,3123.4,average,km,0.6096
2.67,7766.3,BMW,3 Series,2014,petrol,brake_service,3,233.7,heavy,km,0.9698
3.55,4168.1,Maruti,Swift,2017,petrol,inspection,99,3840.7,average,time,0.5228
5.61,9422.0,Hyundai,i20,2023,petrol,inspection,18,987.4,average,time,0.9046
1.0,606.3,Toyota,RAV4,2021,petrol,oil_change,120,2093.3,light,time,0.2021
1.49,892.9,BMW,3 Series,2014,diesel,oil_change,117,2333.6,light,time,0.2784
0.24,356.7,Toyota,Camry,2024,petrol,full_service,173,9575.1,average,time,0.0404
0.88,2762.0,BMW,5 Series,2012,petrol,full_service,52,5238.0,heavy,km,0.3392
0.89,1363.6,Honda,CR-V,2019,petrol,full_service,107,5401.5,average,time,0.2023
5.38,4309.4,Maruti,Vitara,2019,petrol,full_service,33,851.7,light,time,0.8342
4.17,5188.4,Hyundai,Tucson,2017,electric,oil_change,219,8879.7,average,time,0.3671
1.9,3717.7,BMW,X3,2017,petrol,oil_change,88,5688.5,average,time,0.397
3.49,5573.6,Hyundai,Creta,2013,petrol,full_service,48,2426.4,average,km,0.6905
3.71,3930.1,Honda,Civic,2023,petrol,full_service,15,529.6,light,time,0.88
3.21,3979.6,Hyundai,Creta,2012,petrol,brake_service,96,4020.4,average,km,0.5033
0.24,363.5,BMW,5 Series,2017,petrol,oil_change,136,6223.2,average,time,0.0519
3.78,2487.2,Maruti,Baleno,2024,diesel,inspection,97,2126.8,light,time,0.5423
3.09,8687.9,Volkswagen,Polo,2016,petrol,oil_change,14,1312.1,heavy,km,0.8677
2.11,4306.2,Toyota,Corolla,2016,hybrid,inspection,104,6900.5,average,time,0.3816
0.46,733.2,Hyundai,Tucson,2018,hybrid,full_service,179,9460.1,average,time,0.0719
4.08,2557.3,Ford,Escape,2011,petrol,full_service,67,1366.2,light,time,0.6505
4.03,12915.0,Hyundai,Creta,2024,diesel,full_service,34,3585.0,heavy,km,0.7811
0.97,2923.0,Honda,CR-V,2024,diesel,brake_service,137,13577.0,heavy,km,0.1785
5.86,10432.3,Toyota,Corolla,2024,petrol,oil_change,0,23.1,average,time,0.9978
0.48,936.8,Honda,Civic,2011,hybrid,brake_service,138,8663.2,average,km,0.0967
1.1,1113.2,Volkswagen,Tiguan,2014,petrol,oil_change,172,5904.2,average,time,0.163
4.02,5693.5,BMW,X3,2016,hybrid,oil_change,51,2375.7,average,time,0.7067
0.29,956.5,Maruti,Baleno,2014,petrol,oil_change,62,7043.5,heavy,km,0.1255
1.92,6963.6,Volkswagen,Golf,2014,hybrid,oil_change,21,2636.4,heavy,km,0.7331
2.98,1989.8,BMW,5 Series,2015,petrol,full_service,101,2146.5,light,time,0.4727
2.77,4254.5,BMW,X3,2022,petrol,full_service,108,5464.9,average,time,0.4375
3.09,2329.8,Maruti,Swift,2019,petrol,inspection,112,2794.6,light,time,0.4556
3.5,2258.2,Hyundai,Tucson,2021,petrol,oil_change,78,1673.6,light,time,0.5769
4.27,8188.5,Ford,Escape,2013,diesel,oil_change,55,3474.8,average,time,0.7022
3.17,4415.5,BMW,3 Series,2014,diesel,oil_change,79,3547.1,average,time,0.5515
1.14,996.0,Toyota,Corolla,2011,diesel,oil_change,158,4217.6,light,time,0.1803
4.64,6796.6,BMW,X3,2014,petrol,brake_service,24,1203.4,average,km,0.8544
1.13,1881.3,Toyota,Corolla,2017,diesel,oil_change,138,7164.7,average,time,0.1996
2.25,3467.4,Hyundai,i20,2015,diesel,full_service,99,5023.1,average,time,0.4094
2.37,2497.0,Hyundai,i20,2017,diesel,oil_change,134,4609.9,average,time,0.3504
3.9,6069.2,Honda,Accord,2024,petrol,full_service,70,3527.8,average,time,0.6291
0.66,1488.3,BMW,5 Series,2012,petrol,oil_change,93,6511.7,average,km,0.1785
2.68,9254.5,Maruti,Swift,2014,diesel,oil_change,24,2745.5,heavy,km,0.7707
3.58,8564.3,Volkswagen,Golf,2023,hybrid,full_service,59,4635.7,heavy,km,0.6483
7.58,10253.4,BMW,3 Series,2023,electric,oil_change,135,6001.2,average,time,0.631
5.03,9048.0,Hyundai,Tucson,2023,hybrid,oil_change,40,2338.0,average,time,0.7943
3.57,6078.1,Honda,Accord,2024,petrol,full_service,77,4302.1,average,time,0.584
4.92,6717.4,Volkswagen,Polo,2022,diesel,full_service,7,337.0,average,time,0.9527
2.94,2146.0,Honda,CR-V,2010,diesel,inspection,68,1632.9,light,time,0.5694
2.49,4280.6,Hyundai,Creta,2020,petrol,oil_change,102,5719.4,average,km,0.4271
2.22,7247.7,Maruti,Baleno,2019,petrol,oil_change,25,2752.3,heavy,km,0.7302
0.89,622.7,BMW,3 Series,2019,electric,full_service,371,8061.3,light,time,0.0678
1.75,2917.0,Hyundai,Tucson,2014,hybrid,brake_service,120,6492.2,average,time,0.3078
0.79,628.9,Volkswagen,Polo,2017,diesel,brake_service,144,4305.6,light,time,0.1428
3.88,6229.7,BMW,3 Series,2014,diesel,oil_change,87,4661.3,average,time,0.5752
2.99,5033.1,Toyota,RAV4,2013,diesel,inspection,79,4304.7,average,time,0.5361
2.0,2164.0,BMW,5 Series,2015,diesel,inspection,115,4109.2,average,time,0.3452
4.43,7347.6,Maruti,Baleno,2016,petrol,oil_change,49,2652.4,average,km,0.7331
0.66,700.7,Hyundai,i20,2011,petrol,oil_change,140,4276.0,light,time,0.1249
3.04,6331.7,Maruti,Baleno,2014,petrol,oil_change,26,1668.3,average,km,0.7806
2.52,4113.4,Maruti,Baleno,2015,electric,full_service,297,16058.1,average,time,0.2056
0.59,1393.9,BMW,X3,2024,petrol,oil_change,120,9606.1,heavy,km,0.1308
4.82,4186.9,Ford,Focus,2021,electric,oil_change,215,6239.0,light,time,0.4054
3.62,6623.7,Volkswagen,Tiguan,2023,petrol,oil_change,73,4376.3,average,km,0.6029
1.77,3078.3,Hyundai,i20,2020,petrol,oil_change,109,6203.8,average,time,0.3305
2.04,3249.4,Hyundai,i20,2015,hybrid,full_service,123,6350.6,average,km,0.3359
0.01,70.2,Volkswagen,Polo,2014,hybrid,full_service,103,9529.8,heavy,km,0.0026
0.59,816.9,Toyota,Corolla,2017,hybrid,full_service,156,7227.7,average,time,0.103
4.21,4910.4,Hyundai,i20,2023,petrol,brake_service,51,1943.0,average,time,0.7169
3.43,2167.5,Maruti,Swift,2018,petrol,brake_service,93,1927.0,light,time,0.53
4.61,4662.4,Ford,Fiesta,2019,diesel,inspection,48,1610.7,light,time,0.743
1.8,2863.6,Toyota,Corolla,2014,diesel,oil_change,135,7071.3,average,time,0.2883
3.1,7530.8,Honda,Civic,2016,diesel,brake_service,82,6567.9,heavy,time,0.5354
0.14,347.5,Volkswagen,Golf,2020,petrol,brake_service,104,9652.5,heavy,km,0.038
3.57,8590.0,BMW,3 Series,2018,diesel,inspection,68,5402.3,heavy,time,0.6138
4.53,5696.4,Ford,Focus,2017,diesel,brake_service,40,1631.4,average,time,0.7749
3.39,6622.9,Honda,Civic,2012,hybrid,full_service,47,2977.1,average,km,0.6875
9.21,26102.1,Toyota,RAV4,2010,electric,oil_change,116,10801.3,heavy,time,0.7077
4.36,6881.5,Ford,Focus,2019,petrol,full_service,35,1786.5,average,time,0.7904
4.33,3526.3,Hyundai,Tucson,2018,diesel,oil_change,56,1519.5,light,time,0.7019
3.29,2669.4,Maruti,Swift,2014,diesel,oil_change,99,2549.1,light,time,0.5038
0.49,1068.4,Maruti,Baleno,2011,diesel,oil_change,137,9795.9,average,time,0.098
5.29,4810.5,Maruti,Baleno,2018,petrol,full_service,56,1632.8,light,time,0.7424
3.55,5276.5,Ford,Focus,2016,petrol,oil_change,70,3380.6,average,time,0.6078
1.92,3108.4,Volkswagen,Golf,2014,petrol,full_service,92,4891.6,average,km,0.3889
4.57,4111.3,Honda,CR-V,2022,diesel,oil_change,25,755.2,light,time,0.8452
0.41,572.4,Ford,Focus,2021,hybrid,full_service,211,10490.5,average,time,0.0561
2.86,2478.5,Toyota,RAV4,2018,petrol,oil_change,87,2488.4,light,time,0.5
2.35,5523.1,Volkswagen,Polo,2011,petrol,full_service,32,2476.9,heavy,km,0.6927
5.26,4053.3,Volkswagen,Polo,2021,diesel,oil_change,39,996.3,light,time,0.8026
2.82,8558.9,Hyundai,Creta,2022,petrol,full_service,23,2441.1,heavy,km,0.7867
3.33,5676.6,Hyundai,Creta,2013,diesel,inspection,66,3633.9,average,time,0.6053
1.18,1618.7,Ford,Escape,2012,petrol,full_service,140,6381.3,average,km,0.2041
1.3,1384.8,BMW,3 Series,2018,diesel,oil_change,122,4170.8,average,time,0.2446
5.26,4121.8,Toyota,RAV4,2011,petrol,oil_change,12,309.6,light,time,0.9313
10.97,7494.4,Ford,Escape,2017,electric,oil_change,95,2152.1,light,time,0.7787
4.54,6018.2,Hyundai,Creta,2011,electric,oil_change,223,9711.2,average,time,0.3833
3.33,2143.2,Honda,Accord,2022,petrol,full_service,70,1520.4,light,time,0.5913
3.96,5940.4,Ford,Focus,2021,petrol,inspection,62,3037.8,average,time,0.661
6.46,9911.8,Honda,Civic,2020,petrol,full_service,1,88.2,average,km,0.9937
0.68,1432.6,Maruti,Vitara,2019,petrol,full_service,137,8567.4,average,km,0.1308
0.21,596.6,Hyundai,Tucson,2023,petrol,inspection,102,10403.4,heavy,km,0.0578
1.04,3059.2,Hyundai,Tucson,2010,petrol,oil_change,56,4940.8,heavy,km,0.3635
0.28,687.3,Ford,Escape,2019,petrol,oil_change,121,9312.7,heavy,km,0.0645
2.93,8932.3,Toyota,Corolla,2024,diesel,full_service,76,7567.7,heavy,km,0.5406
6.76,23094.9,Maruti,Swift,2022,electric,full_service,109,12196.8,heavy,time,0.654
1.91,2017.5,BMW,3 Series,2011,diesel,brake_service,137,4660.6,average,time,0.2985
0.8,1236.2,Volkswagen,Polo,2020,petrol,oil_change,137,6888.9,average,time,0.1512
5.05,4603.9,Volkswagen,Golf,2021,diesel,oil_change,35,1049.7,light,time,0.8148
1.51,2736.2,BMW,3 Series,2010,hybrid,oil_change,115,6863.8,average,km,0.2853
4.76,5251.0,Toyota,Corolla,2017,petrol,oil_change,26,923.6,light,time,0.8499
4.93,4106.5,Toyota,Camry,2024,petrol,oil_change,12,318.0,light,time,0.9288
4.08,4231.6,Ford,Focus,2014,diesel,oil_change,41,1379.2,light,time,0.7532
0.03,86.2,Toyota,Camry,2019,petrol,full_service,81,9913.8,heavy,km,0.01
1.22,3908.3,Ford,Fiesta,2018,petrol,oil_change,58,6091.7,heavy,km,0.3918
2.39,3883.3,Toyota,RAV4,2022,electric,full_service,315,16970.2,average,time,0.1876
1.36,1922.8,Ford,Fiesta,2017,diesel,full_service,152,7126.9,average,time,0.2141
4.46,5762.3,Maruti,Baleno,2010,diesel,full_service,66,2815.7,average,time,0.6726
0.74,833.5,Honda,CR-V,2011,petrol,full_service,149,5913.3,average,time,0.1312
0.62,1384.8,Volkswagen,Polo,2019,petrol,brake_service,118,8615.2,heavy,km,0.1389
3.56,3001.8,Maruti,Swift,2013,petrol,full_service,47,1316.3,light,time,0.6967
1.95,6996.9,BMW,3 Series,2022,petrol,oil_change,34,4003.1,heavy,km,0.6329
3.44,5756.7,Honda,CR-V,2014,hybrid,full_service,64,3513.0,average,time,0.6199
2.21,3577.0,Toyota,Corolla,2015,electric,oil_change,213,11135.2,average,time,0.2401
2.25,3727.8,Hyundai,i20,2024,electric,full_service,284,15499.0,average,time,0.1943
5.99,8714.9,Ford,Focus,2022,petrol,full_service,6,303.5,average,time,0.9663
3.37,5225.3,Hyundai,i20,2024,petrol,oil_change,76,3854.8,average,time,0.5736
0.25,179.8,Hyundai,i20,2010,hybrid,oil_change,178,5257.9,light,time,0.0409
1.46,860.6,Ford,Fiesta,2024,hybrid,full_service,130,2621.6,light,time,0.255
0.49,1239.1,Maruti,Baleno,2016,petrol,oil_change,118,8760.9,average,km,0.1131
1.02,1251.1,Hyundai,Tucson,2011,petrol,oil_change,167,6536.8,average,time,0.1571
3.38,9785.7,Honda,Accord,2023,hybrid,full_service,37,3414.3,heavy,km,0.7365
0.09,229.4,Volkswagen,Polo,2011,petrol,oil_change,116,7770.6,average,km,0.0238
0.11,289.8,Volkswagen,Polo,2023,petrol,oil_change,121,10710.2,heavy,km,0.0273
4.38,3279.9,Ford,Fiesta,2024,diesel,brake_service,35,831.4,light,time,0.7931
5.73,8201.9,BMW,3 Series,2020,petrol,full_service,32,1467.8,average,time,0.8471
1.25,5259.4,Toyota,Corolla,2023,hybrid,inspection,59,7940.6,heavy,km,0.3912
0.88,835.2,Honda,Accord,2011,petrol,full_service,127,3832.6,light,time,0.1743
1.35,1156.5,Ford,Escape,2022,petrol,oil_change,133,3856.9,light,time,0.235
1.29,4167.1,Maruti,Swift,2014,petrol,oil_change,35,3832.9,heavy,km,0.5266
4.42,8992.3,Hyundai,i20,2017,electric,oil_change,174,11561.6,average,time,0.4357
3.41,5921.2,Honda,Accord,2019,hybrid,oil_change,30,1672.1,average,time,0.7786
5.3,6827.1,Ford,Focus,2016,hybrid,oil_change,21,884.4,average,time,0.8849
4.84,8368.1,Honda,Accord,2013,diesel,oil_change,38,2159.5,average,time,0.7961
0.42,576.8,Hyundai,i20,2017,petrol,full_service,153,7600.1,average,time,0.0768
2.68,3732.7,Volkswagen,Polo,2020,petrol,full_service,101,4593.2,average,time,0.4461
1.68,2336.2,BMW,5 Series,2021,diesel,brake_service,142,6481.6,average,time,0.2641
4.96,10229.8,Toyota,Camry,2024,hybrid,full_service,43,2970.2,average,km,0.7779
4.11,6981.3,Honda,Accord,2016,diesel,oil_change,52,2910.1,average,time,0.707
1.74,2884.0,Maruti,Swift,2010,diesel,full_service,142,7607.7,average,time,0.2718
1.79,2454.2,Toyota,Camry,2021,petrol,full_service,106,4834.7,average,time,0.3402
0.6,956.1,BMW,5 Series,2022,diesel,full_service,162,7968.7,average,time,0.1008
5.93,4417.0,Volkswagen,Tiguan,2018,diesel,inspection,18,431.3,light,time,0.9096
1.13,1285.6,Toyota,RAV4,2013,diesel,brake_service,175,6600.5,average,time,0.1649
0.91,573.2,Honda,Civic,2024,hybrid,oil_change,151,3023.9,light,time,0.1548
9.92,5679.7,Volkswagen,Tiguan,2022,electric,full_service,120,2269.3,light,time,0.7151
0.88,848.2,Toyota,Camry,2015,hybrid,full_service,160,5107.2,light,time,0.1434
1.04,3244.7,Toyota,Corolla,2015,petrol,full_service,45,4755.3,heavy,km,0.4112
1.53,4122.8,Maruti,Swift,2015,petrol,oil_change,43,3877.2,heavy,km,0.5225
0.76,1066.1,Maruti,Baleno,2013,hybrid,oil_change,163,7562.9,average,time,0.1249
0.35,233.0,Hyundai,Creta,2022,petrol,oil_change,191,4666.7,average,time,0.0528
6.05,4962.7,Volkswagen,Golf,2018,petrol,brake_service,16,428.1,light,time,0.92
0.06,91.3,Toyota,RAV4,2023,diesel,oil_change,215,13592.1,average,time,0.0089
1.65,3682.9,Maruti,Vitara,2013,diesel,oil_change,114,8317.1,average,km,0.3059
1.29,2287.3,Maruti,Swift,2022,petrol,brake_service,143,8364.7,average,time,0.215
1.34,2016.6,Hyundai,i20,2011,hybrid,full_service,136,6714.3,average,time,0.23
0.98,1379.6,Toyota,RAV4,2011,hybrid,full_service,147,6756.9,average,time,0.1692
2.73,3355.1,BMW,X3,2014,petrol,full_service,67,2714.4,average,time,0.5553
4.27,5215.1,Hyundai,Creta,2014,hybrid,full_service,53,2118.7,average,time,0.7112
2.01,4286.1,Honda,Civic,2014,petrol,brake_service,53,3713.9,heavy,km,0.5373
3.12,1648.5,Hyundai,i20,2010,petrol,full_service,91,1618.7,light,time,0.5122
2.28,3100.9,Maruti,Swift,2018,petrol,oil_change,140,6202.5,average,time,0.3314
2.98,4062.6,BMW,3 Series,2010,petrol,inspection,83,3937.4,average,km,0.5215
2.87,10770.8,Hyundai,Creta,2024,petrol,oil_change,2,229.2,heavy,km,0.9799
2.45,3032.8,Maruti,Swift,2019,petrol,oil_change,67,2834.2,average,time,0.525
5.31,9109.0,Toyota,RAV4,2013,diesel,full_service,17,962.1,average,time,0.9051
2.16,4044.8,Maruti,Baleno,2021,petrol,inspection,111,6955.2,average,km,0.3711
5.16,7557.9,BMW,5 Series,2017,diesel,full_service,26,1223.1,average,time,0.8597
2.02,1412.9,BMW,X3,2019,diesel,full_service,152,3778.1,light,time,0.2874
0.8,2529.8,Volkswagen,Polo,2010,petrol,full_service,53,5470.2,heavy,km,0.3126
2.09,4764.6,Ford,Focus,2015,diesel,oil_change,97,7235.4,average,km,0.3952
2.04,3166.2,Volkswagen,Golf,2013,hybrid,inspection,93,4792.2,average,time,0.3999
0.85,1640.7,Hyundai,i20,2022,petrol,full_service,148,9359.3,average,km,0.1493
2.25,3698.7,BMW,3 Series,2014,hybrid,oil_change,106,5715.5,average,time,0.3917
0.12,197.8,BMW,X3,2021,petrol,oil_change,168,7455.2,average,time,0.0221
3.2,6309.4,Ford,Escape,2016,diesel,full_service,91,5897.8,average,time,0.5161
1.92,1944.6,Toyota,RAV4,2013,hybrid,inspection,134,4361.6,average,time,0.3041
0.3,215.4,Toyota,Camry,2019,diesel,oil_change,204,5231.3,light,time,0.0424
0.68,1755.8,BMW,5 Series,2021,diesel,inspection,162,14744.2,heavy,km,0.1132
1.47,2894.4,Hyundai,Tucson,2015,diesel,inspection,138,8993.0,average,time,0.2449
1.75,2528.6,Toyota,RAV4,2015,petrol,oil_change,115,5471.4,average,km,0.3166
0.39,1100.2,Honda,CR-V,2012,petrol,oil_change,76,6899.8,heavy,km,0.1354
0.99,1678.1,Hyundai,Creta,2023,petrol,inspection,145,8140.0,average,time,0.1719
2.25,6170.9,Honda,CR-V,2022,petrol,full_service,52,4829.1,heavy,km,0.5699
1.94,5763.3,Honda,CR-V,2012,diesel,brake_service,64,6236.7,heavy,km,0.479
3.33,6804.2,Hyundai,Creta,2022,petrol,full_service,55,3703.5,heavy,time,0.6477
9.2,8220.8,Ford,Escape,2016,electric,oil_change,135,3959.7,light,time,0.6746
2.67,9532.2,Maruti,Vitara,2017,petrol,oil_change,4,467.8,heavy,km,0.953
1.87,3116.2,BMW,X3,2024,petrol,full_service,118,6356.0,average,time,0.3246
5.02,7935.1,Maruti,Baleno,2010,hybrid,full_service,27,1370.8,average,time,0.8519
0.34,415.0,BMW,X3,2021,hybrid,oil_change,165,6061.3,average,time,0.0582
2.84,9209.6,Maruti,Vitara,2022,petrol,brake_service,17,1790.4,heavy,km,0.8334
0.97,1642.9,Hyundai,i20,2015,petrol,inspection,115,6357.1,average,km,0.2053
4.58,5907.0,Hyundai,Tucson,2021,hybrid,full_service,31,1295.3,average,time,0.8199
6.48,5026.5,Ford,Escape,2012,petrol,inspection,6,145.3,light,time,0.9718
5.01,7979.5,Toyota,RAV4,2014,petrol,brake_service,0,20.5,average,km,0.9984
1.69,2729.3,BMW,3 Series,2018,petrol,oil_change,136,7270.7,average,km,0.2748
5.15,3444.1,Honda,Accord,2024,petrol,full_service,32,676.6,light,time,0.8327
12.31,44344.1,BMW,5 Series,2019,electric,inspection,18,2072.2,heavy,time,0.9553
3.33,4490.8,BMW,3 Series,2017,petrol,inspection,80,3627.2,average,time,0.5578
1.47,2261.5,Ford,Fiesta,2020,diesel,inspection,143,7439.5,average,time,0.2387
5.14,7140.8,BMW,X3,2021,diesel,inspection,32,1471.8,average,time,0.8281
0.17,484.2,Ford,Fiesta,2014,hybrid,brake_service,106,9115.8,heavy,km,0.0472
1.47,4334.7,Hyundai,Tucson,2011,electric,oil_change,320,30250.4,heavy,time,0.123
4.52,2603.7,Ford,Fiesta,2021,petrol,oil_change,6,107.9,light,time,0.9601
2.53,3568.8,Hyundai,Tucson,2010,diesel,full_service,118,5476.4,average,time,0.395
2.34,3170.7,BMW,5 Series,2018,petrol,full_service,118,5143.9,average,time,0.3762
0.19,82.6,Toyota,Corolla,2015,petrol,oil_change,185,2632.2,average,time,0.031
2.66,9994.0,Hyundai,Tucson,2023,petrol,full_service,8,1006.0,heavy,km,0.9063
1.11,4508.5,Honda,CR-V,2017,petrol,oil_change,43,5491.5,heavy,km,0.4392
1.51,1228.9,Honda,Civic,2010,petrol,inspection,122,3363.9,light,time,0.2732
4.51,5898.7,Ford,Fiesta,2014,petrol,brake_service,15,640.0,average,time,0.9017
9.39,40639.0,BMW,3 Series,2022,electric,full_service,193,27478.0,heavy,time,0.5973
4.75,6655.8,Ford,Fiesta,2010,hybrid,full_service,28,1283.9,average,time,0.8374
0.24,855.0,Honda,Civic,2022,diesel,oil_change,134,15645.0,heavy,km,0.0509
2.81,10482.5,BMW,X3,2016,diesel,brake_service,36,4517.5,heavy,km,0.7017
1.88,2995.8,Volkswagen,Golf,2021,diesel,full_service,159,8011.1,average,time,0.2651
2.6,5294.7,Ford,Fiesta,2022,petrol,inspection,83,5705.3,average,km,0.4873
4.75,6771.5,Hyundai,i20,2023,petrol,oil_change,51,2418.4,average,time,0.738
1.98,1642.5,Ford,Escape,2016,hybrid,brake_service,132,3523.4,light,time,0.3139
0.68,861.3,Maruti,Baleno,2023,diesel,inspection,160,6679.3,average,time,0.1138
0.93,2618.1,Maruti,Swift,2013,petrol,full_service,59,5381.9,heavy,km,0.3241
4.24,14085.8,Volkswagen,Tiguan,2021,diesel,oil_change,22,2414.2,heavy,km,0.8519
2.85,1599.6,Volkswagen,Polo,2021,electric,inspection,310,5776.4,average,time,0.2185
0.06,0.0,Ford,Fiesta,2016,petrol,brake_service,180,3602.9,light,time,0.0097
0.03,0.0,Maruti,Swift,2020,hybrid,full_service,185,3641.7,light,time,0.0043
0.01,154.2,Ford,Escape,2020,petrol,oil_change,172,9845.8,average,km,0.0025
3.4,4906.4,Maruti,Baleno,2014,hybrid,oil_change,63,2987.5,average,time,0.6207
5.56,14962.3,BMW,3 Series,2018,diesel,brake_service,1,37.7,heavy,km,0.9958
5.09,9498.2,BMW,3 Series,2024,diesel,oil_change,53,3257.7,average,time,0.7447
2.47,1420.7,BMW,5 Series,2011,diesel,oil_change,106,2098.9,light,time,0.4156
2.39,9605.2,Toyota,RAV4,2017,petrol,oil_change,3,394.8,heavy,km,0.9573
2.74,4333.6,Toyota,Camry,2023,petrol,full_service,114,5783.9,average,time,0.4231
3.21,2313.7,Honda,CR-V,2013,petrol,brake_service,38,868.7,light,time,0.72
4.3,7160.2,Hyundai,Tucson,2020,diesel,inspection,75,4150.3,average,time,0.6359
0.75,406.8,Maruti,Swift,2016,electric,full_service,334,6706.1,light,time,0.064
2.72,3539.0,Honda,CR-V,2015,hybrid,oil_change,109,4627.2,average,time,0.4325
2.65,6019.9,BMW,3 Series,2014,petrol,brake_service,27,1980.1,average,km,0.7509
5.47,5130.5,Maruti,Baleno,2021,electric,oil_change,200,6132.1,light,time,0.4547
11.6,9300.2,Ford,Fiesta,2016,electric,inspection,25,666.9,light,time,0.933
1.51,2800.5,Honda,CR-V,2023,petrol,oil_change,116,6974.4,average,time,0.2837
3.1,7019.9,Maruti,Baleno,2022,petrol,full_service,53,3980.1,heavy,km,0.6413
4.97,7112.3,Ford,Escape,2010,petrol,full_service,18,887.7,average,km,0.8934
5.65,4610.5,BMW,3 Series,2021,diesel,full_service,20,514.0,light,time,0.8981
1.11,3346.4,Honda,CR-V,2014,hybrid,full_service,63,6253.6,heavy,km,0.3485
1.29,1451.5,Maruti,Swift,2024,hybrid,inspection,149,5440.3,light,time,0.2086
0.63,596.7,BMW,3 Series,2024,petrol,oil_change,134,4272.9,average,time,0.1249
0.89,1411.4,Volkswagen,Tiguan,2017,petrol,inspection,158,7831.9,average,time,0.1471
3.86,6089.6,Volkswagen,Polo,2013,diesel,full_service,74,3875.6,average,time,0.6145
3.51,4665.6,Honda,Accord,2010,diesel,inspection,80,3562.8,average,time,0.5715
3.88,3925.4,Volkswagen,Polo,2014,petrol,full_service,75,2525.8,light,time,0.6102
1.7,2938.0,Maruti,Baleno,2017,hybrid,oil_change,107,6032.4,average,time,0.3263
0.3,236.5,Toyota,Corolla,2016,petrol,inspection,184,5333.7,light,time,0.0475
4.83,12204.5,Honda,CR-V,2020,diesel,full_service,33,2795.5,heavy,km,0.8158
3.72,2953.5,Honda,Civic,2020,hybrid,inspection,63,1702.1,light,time,0.6414
3.64,1850.2,Toyota,RAV4,2013,petrol,brake_service,67,1134.0,light,time,0.6214
1.86,6451.4,Toyota,Camry,2019,petrol,brake_service,31,3548.6,heavy,km,0.6458
2.07,2610.5,Ford,Fiesta,2015,diesel,oil_change,146,6162.3,average,time,0.3014
2.02,5857.0,Toyota,Camry,2019,electric,brake_service,338,32603.3,heavy,time,0.1535
5.36,4931.9,Honda,Civic,2023,diesel,full_service,8,242.7,light,time,0.9532
6.53,21811.7,Maruti,Vitara,2019,electric,inspection,197,21573.3,heavy,time,0.5025
3.45,2409.7,Volkswagen,Polo,2021,petrol,oil_change,51,1158.2,light,time,0.6738
2.55,6184.6,Toyota,Camry,2014,petrol,full_service,22,1815.4,heavy,km,0.7827
1.57,1831.8,Honda,Civic,2011,diesel,brake_service,151,5548.0,average,time,0.241
4.04,7732.6,Honda,Accord,2019,petrol,oil_change,35,2267.4,average,km,0.7774
2.73,4080.4,Hyundai,Tucson,2016,diesel,full_service,101,4999.4,average,time,0.4509
1.13,3668.8,Ford,Focus,2023,hybrid,oil_change,90,9531.2,heavy,km,0.277
1.18,1946.6,Maruti,Vitara,2015,diesel,brake_service,121,6613.1,average,time,0.2295
10.08,15116.7,Hyundai,Tucson,2010,electric,oil_change,69,3382.6,average,time,0.8174
3.85,5984.7,Hyundai,Creta,2017,diesel,full_service,39,1962.4,average,time,0.7485
0.32,181.2,Honda,CR-V,2018,hybrid,full_service,205,4577.3,light,time,0.0457
